2023-06-08 04:38:39,031 INFO    StreamThr :22548 [internal.py:wandb_internal():86] W&B internal server running at pid: 22548, started at: 2023-06-08 04:38:39.031375
2023-06-08 04:38:39,032 DEBUG   HandlerThread:22548 [handler.py:handle_request():144] handle_request: status
2023-06-08 04:38:39,034 INFO    WriterThread:22548 [datastore.py:open_for_write():85] open: /home/ubuntu/Stabekov-LM/improved-diffusion/wandb/run-20230608_043839-kum0p70j/run-kum0p70j.wandb
2023-06-08 04:38:39,036 DEBUG   SenderThread:22548 [sender.py:send():369] send: header
2023-06-08 04:38:39,054 DEBUG   SenderThread:22548 [sender.py:send():369] send: run
2023-06-08 04:38:39,294 INFO    SenderThread:22548 [dir_watcher.py:__init__():211] watching files in: /home/ubuntu/Stabekov-LM/improved-diffusion/wandb/run-20230608_043839-kum0p70j/files
2023-06-08 04:38:39,294 INFO    SenderThread:22548 [sender.py:_start_run_threads():1100] run started: kum0p70j with start time 1686199119.0311
2023-06-08 04:38:39,294 DEBUG   SenderThread:22548 [sender.py:send_request():396] send_request: summary_record
2023-06-08 04:38:39,294 INFO    SenderThread:22548 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-06-08 04:38:39,301 DEBUG   HandlerThread:22548 [handler.py:handle_request():144] handle_request: check_version
2023-06-08 04:38:39,301 DEBUG   SenderThread:22548 [sender.py:send_request():396] send_request: check_version
2023-06-08 04:38:39,372 DEBUG   HandlerThread:22548 [handler.py:handle_request():144] handle_request: run_start
2023-06-08 04:38:39,381 DEBUG   HandlerThread:22548 [system_info.py:__init__():31] System info init
2023-06-08 04:38:39,381 DEBUG   HandlerThread:22548 [system_info.py:__init__():46] System info init done
2023-06-08 04:38:39,381 INFO    HandlerThread:22548 [system_monitor.py:start():181] Starting system monitor
2023-06-08 04:38:39,381 INFO    SystemMonitor:22548 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-06-08 04:38:39,381 INFO    HandlerThread:22548 [system_monitor.py:probe():201] Collecting system info
2023-06-08 04:38:39,382 INFO    SystemMonitor:22548 [interfaces.py:start():190] Started cpu monitoring
2023-06-08 04:38:39,382 INFO    SystemMonitor:22548 [interfaces.py:start():190] Started disk monitoring
2023-06-08 04:38:39,383 INFO    SystemMonitor:22548 [interfaces.py:start():190] Started gpu monitoring
2023-06-08 04:38:39,383 INFO    SystemMonitor:22548 [interfaces.py:start():190] Started memory monitoring
2023-06-08 04:38:39,384 INFO    SystemMonitor:22548 [interfaces.py:start():190] Started network monitoring
2023-06-08 04:38:39,404 DEBUG   HandlerThread:22548 [system_info.py:probe():195] Probing system
2023-06-08 04:38:39,410 DEBUG   HandlerThread:22548 [system_info.py:_probe_git():180] Probing git
2023-06-08 04:38:39,421 DEBUG   HandlerThread:22548 [system_info.py:_probe_git():188] Probing git done
2023-06-08 04:38:39,421 DEBUG   HandlerThread:22548 [system_info.py:probe():240] Probing system done
2023-06-08 04:38:39,421 DEBUG   HandlerThread:22548 [system_monitor.py:probe():210] {'os': 'Linux-5.15.0-1036-aws-x86_64-with-glibc2.10', 'python': '3.8.16', 'heartbeatAt': '2023-06-08T04:38:39.404772', 'startedAt': '2023-06-08T04:38:39.024786', 'docker': None, 'cuda': None, 'args': ('--checkpoint_path', 'diffusion_models/diff_bert_pad_rand128_transformer_lr0.0001_0.0_2000_sqrt_Lsimple_h128_s2_d0.1_sd101_xstart_e2e', '--model_arch', 'transformer', '--modality', 'bert', '--save_interval', '50000', '--lr', '0.0001', '--batch_size', '64', '--diffusion_steps', '2000', '--noise_schedule', 'sqrt', '--use_kl', 'False', '--learn_sigma', 'False', '--image_size', '8', '--num_channels', '128', '--seed', '101', '--dropout', '0.1', '--in_channel', '128', '--out_channel', '128', '--padding_mode', 'pad', '--experiment', 'random', '--lr_anneal_steps', '400000', '--weight_decay', '0.0', '--num_res_blocks', '2', '--predict_xstart', 'True', '--training_mode', 'bert', '--vocab_size', '11043', '--roc_train', '../datasets/ROCstory'), 'state': 'running', 'program': 'scripts/train.py', 'codePath': 'improved-diffusion/scripts/train.py', 'git': {'remote': 'https://github.com/vatsj/Stabekov-LM.git', 'commit': '6e840e315550421c6d9519b62685c7f579a5d789'}, 'email': None, 'root': '/home/ubuntu/Stabekov-LM', 'host': 'ip-172-31-11-100', 'username': 'ubuntu', 'executable': '/opt/conda/envs/golden/bin/python', 'cpu_count': 2, 'cpu_count_logical': 4, 'cpu_freq': {'current': 2800.8507499999996, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 3103.278, 'min': 0.0, 'max': 0.0}, {'current': 3100.129, 'min': 0.0, 'max': 0.0}, {'current': 2499.998, 'min': 0.0, 'max': 0.0}, {'current': 2499.998, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 43.54772186279297, 'used': 43.21459197998047}, 'gpu': 'Tesla T4', 'gpu_count': 1, 'gpu_devices': [{'name': 'Tesla T4', 'memory_total': 16106127360}], 'memory': {'total': 15.337413787841797}}
2023-06-08 04:38:39,421 INFO    HandlerThread:22548 [system_monitor.py:probe():211] Finished collecting system info
2023-06-08 04:38:39,421 INFO    HandlerThread:22548 [system_monitor.py:probe():214] Publishing system info
2023-06-08 04:38:39,421 DEBUG   HandlerThread:22548 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-06-08 04:38:39,421 DEBUG   HandlerThread:22548 [system_info.py:_save_pip():67] Saving pip packages done
2023-06-08 04:38:39,421 DEBUG   HandlerThread:22548 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-06-08 04:38:40,296 INFO    Thread-12 :22548 [dir_watcher.py:_on_file_created():272] file/dir created: /home/ubuntu/Stabekov-LM/improved-diffusion/wandb/run-20230608_043839-kum0p70j/files/conda-environment.yaml
2023-06-08 04:38:40,296 INFO    Thread-12 :22548 [dir_watcher.py:_on_file_created():272] file/dir created: /home/ubuntu/Stabekov-LM/improved-diffusion/wandb/run-20230608_043839-kum0p70j/files/requirements.txt
2023-06-08 04:38:40,297 INFO    Thread-12 :22548 [dir_watcher.py:_on_file_created():272] file/dir created: /home/ubuntu/Stabekov-LM/improved-diffusion/wandb/run-20230608_043839-kum0p70j/files/wandb-summary.json
2023-06-08 04:38:41,256 DEBUG   HandlerThread:22548 [system_info.py:_save_conda():86] Saving conda packages done
2023-06-08 04:38:41,256 INFO    HandlerThread:22548 [system_monitor.py:probe():216] Finished publishing system info
2023-06-08 04:38:41,259 DEBUG   SenderThread:22548 [sender.py:send():369] send: files
2023-06-08 04:38:41,259 INFO    SenderThread:22548 [sender.py:_save_file():1354] saving file wandb-metadata.json with policy now
2023-06-08 04:38:41,265 DEBUG   SenderThread:22548 [sender.py:send():369] send: telemetry
2023-06-08 04:38:41,274 DEBUG   SenderThread:22548 [sender.py:send():369] send: config
2023-06-08 04:38:41,274 DEBUG   HandlerThread:22548 [handler.py:handle_request():144] handle_request: stop_status
2023-06-08 04:38:41,275 DEBUG   SenderThread:22548 [sender.py:send_request():396] send_request: stop_status
2023-06-08 04:38:41,296 INFO    Thread-12 :22548 [dir_watcher.py:_on_file_modified():289] file/dir modified: /home/ubuntu/Stabekov-LM/improved-diffusion/wandb/run-20230608_043839-kum0p70j/files/conda-environment.yaml
2023-06-08 04:38:41,296 INFO    Thread-12 :22548 [dir_watcher.py:_on_file_created():272] file/dir created: /home/ubuntu/Stabekov-LM/improved-diffusion/wandb/run-20230608_043839-kum0p70j/files/wandb-metadata.json
2023-06-08 04:38:41,380 DEBUG   SenderThread:22548 [sender.py:send():369] send: exit
2023-06-08 04:38:41,380 INFO    SenderThread:22548 [sender.py:send_exit():574] handling exit code: 1
2023-06-08 04:38:41,380 INFO    SenderThread:22548 [sender.py:send_exit():576] handling runtime: 1
2023-06-08 04:38:41,380 INFO    SenderThread:22548 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-06-08 04:38:41,380 INFO    SenderThread:22548 [sender.py:send_exit():582] send defer
2023-06-08 04:38:41,381 DEBUG   HandlerThread:22548 [handler.py:handle_request():144] handle_request: defer
2023-06-08 04:38:41,381 INFO    HandlerThread:22548 [handler.py:handle_request_defer():170] handle defer: 0
2023-06-08 04:38:41,381 DEBUG   SenderThread:22548 [sender.py:send_request():396] send_request: defer
2023-06-08 04:38:41,381 INFO    SenderThread:22548 [sender.py:send_request_defer():598] handle sender defer: 0
2023-06-08 04:38:41,381 INFO    SenderThread:22548 [sender.py:transition_state():602] send defer: 1
2023-06-08 04:38:41,381 DEBUG   HandlerThread:22548 [handler.py:handle_request():144] handle_request: defer
2023-06-08 04:38:41,381 INFO    HandlerThread:22548 [handler.py:handle_request_defer():170] handle defer: 1
2023-06-08 04:38:41,382 DEBUG   SenderThread:22548 [sender.py:send_request():396] send_request: defer
2023-06-08 04:38:41,382 INFO    SenderThread:22548 [sender.py:send_request_defer():598] handle sender defer: 1
2023-06-08 04:38:41,382 INFO    SenderThread:22548 [sender.py:transition_state():602] send defer: 2
2023-06-08 04:38:41,382 DEBUG   HandlerThread:22548 [handler.py:handle_request():144] handle_request: defer
2023-06-08 04:38:41,382 INFO    HandlerThread:22548 [handler.py:handle_request_defer():170] handle defer: 2
2023-06-08 04:38:41,382 INFO    HandlerThread:22548 [system_monitor.py:finish():190] Stopping system monitor
2023-06-08 04:38:41,382 DEBUG   SystemMonitor:22548 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-06-08 04:38:41,382 INFO    HandlerThread:22548 [interfaces.py:finish():202] Joined cpu monitor
2023-06-08 04:38:41,382 DEBUG   SystemMonitor:22548 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2023-06-08 04:38:41,383 INFO    HandlerThread:22548 [interfaces.py:finish():202] Joined disk monitor
2023-06-08 04:38:41,383 DEBUG   SystemMonitor:22548 [system_monitor.py:_start():170] Publishing last batch of metrics
2023-06-08 04:38:41,402 INFO    HandlerThread:22548 [interfaces.py:finish():202] Joined gpu monitor
2023-06-08 04:38:41,402 INFO    HandlerThread:22548 [interfaces.py:finish():202] Joined memory monitor
2023-06-08 04:38:41,402 INFO    HandlerThread:22548 [interfaces.py:finish():202] Joined network monitor
2023-06-08 04:38:41,402 DEBUG   SenderThread:22548 [sender.py:send_request():396] send_request: defer
2023-06-08 04:38:41,402 INFO    SenderThread:22548 [sender.py:send_request_defer():598] handle sender defer: 2
2023-06-08 04:38:41,402 INFO    SenderThread:22548 [sender.py:transition_state():602] send defer: 3
2023-06-08 04:38:41,403 DEBUG   SenderThread:22548 [sender.py:send():369] send: stats
2023-06-08 04:38:41,403 DEBUG   HandlerThread:22548 [handler.py:handle_request():144] handle_request: defer
2023-06-08 04:38:41,403 INFO    HandlerThread:22548 [handler.py:handle_request_defer():170] handle defer: 3
2023-06-08 04:38:41,403 DEBUG   SenderThread:22548 [sender.py:send_request():396] send_request: defer
2023-06-08 04:38:41,403 INFO    SenderThread:22548 [sender.py:send_request_defer():598] handle sender defer: 3
2023-06-08 04:38:41,403 INFO    SenderThread:22548 [sender.py:transition_state():602] send defer: 4
2023-06-08 04:38:41,403 DEBUG   HandlerThread:22548 [handler.py:handle_request():144] handle_request: defer
2023-06-08 04:38:41,403 INFO    HandlerThread:22548 [handler.py:handle_request_defer():170] handle defer: 4
2023-06-08 04:38:41,403 DEBUG   SenderThread:22548 [sender.py:send_request():396] send_request: defer
2023-06-08 04:38:41,403 INFO    SenderThread:22548 [sender.py:send_request_defer():598] handle sender defer: 4
2023-06-08 04:38:41,403 INFO    SenderThread:22548 [sender.py:transition_state():602] send defer: 5
2023-06-08 04:38:41,404 DEBUG   HandlerThread:22548 [handler.py:handle_request():144] handle_request: defer
2023-06-08 04:38:41,404 INFO    HandlerThread:22548 [handler.py:handle_request_defer():170] handle defer: 5
2023-06-08 04:38:41,404 DEBUG   SenderThread:22548 [sender.py:send():369] send: summary
2023-06-08 04:38:41,404 INFO    SenderThread:22548 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-06-08 04:38:41,404 DEBUG   SenderThread:22548 [sender.py:send_request():396] send_request: defer
2023-06-08 04:38:41,404 INFO    SenderThread:22548 [sender.py:send_request_defer():598] handle sender defer: 5
2023-06-08 04:38:41,404 INFO    SenderThread:22548 [sender.py:transition_state():602] send defer: 6
2023-06-08 04:38:41,404 DEBUG   HandlerThread:22548 [handler.py:handle_request():144] handle_request: defer
2023-06-08 04:38:41,404 INFO    HandlerThread:22548 [handler.py:handle_request_defer():170] handle defer: 6
2023-06-08 04:38:41,405 DEBUG   SenderThread:22548 [sender.py:send_request():396] send_request: defer
2023-06-08 04:38:41,405 INFO    SenderThread:22548 [sender.py:send_request_defer():598] handle sender defer: 6
2023-06-08 04:38:41,408 DEBUG   HandlerThread:22548 [handler.py:handle_request():144] handle_request: status_report
2023-06-08 04:38:41,521 INFO    SenderThread:22548 [sender.py:transition_state():602] send defer: 7
2023-06-08 04:38:41,521 DEBUG   HandlerThread:22548 [handler.py:handle_request():144] handle_request: defer
2023-06-08 04:38:41,521 INFO    HandlerThread:22548 [handler.py:handle_request_defer():170] handle defer: 7
2023-06-08 04:38:41,521 DEBUG   SenderThread:22548 [sender.py:send_request():396] send_request: defer
2023-06-08 04:38:41,521 INFO    SenderThread:22548 [sender.py:send_request_defer():598] handle sender defer: 7
2023-06-08 04:38:41,601 INFO    wandb-upload_0:22548 [upload_job.py:push():133] Uploaded file /tmp/tmp_go08d48wandb/9nfevyi8-wandb-metadata.json
2023-06-08 04:38:42,279 DEBUG   HandlerThread:22548 [handler.py:handle_request():144] handle_request: poll_exit
2023-06-08 04:38:42,296 INFO    Thread-12 :22548 [dir_watcher.py:_on_file_modified():289] file/dir modified: /home/ubuntu/Stabekov-LM/improved-diffusion/wandb/run-20230608_043839-kum0p70j/files/config.yaml
2023-06-08 04:38:42,296 INFO    Thread-12 :22548 [dir_watcher.py:_on_file_modified():289] file/dir modified: /home/ubuntu/Stabekov-LM/improved-diffusion/wandb/run-20230608_043839-kum0p70j/files/wandb-summary.json
2023-06-08 04:38:42,297 INFO    Thread-12 :22548 [dir_watcher.py:_on_file_created():272] file/dir created: /home/ubuntu/Stabekov-LM/improved-diffusion/wandb/run-20230608_043839-kum0p70j/files/output.log
2023-06-08 04:38:43,383 INFO    SenderThread:22548 [sender.py:transition_state():602] send defer: 8
2023-06-08 04:38:43,384 DEBUG   SenderThread:22548 [sender.py:send_request():396] send_request: poll_exit
2023-06-08 04:38:43,384 DEBUG   HandlerThread:22548 [handler.py:handle_request():144] handle_request: defer
2023-06-08 04:38:43,384 INFO    HandlerThread:22548 [handler.py:handle_request_defer():170] handle defer: 8
2023-06-08 04:38:43,384 DEBUG   SenderThread:22548 [sender.py:send_request():396] send_request: defer
2023-06-08 04:38:43,384 INFO    SenderThread:22548 [sender.py:send_request_defer():598] handle sender defer: 8
2023-06-08 04:38:43,384 INFO    SenderThread:22548 [job_builder.py:build():232] Attempting to build job artifact
2023-06-08 04:38:43,384 INFO    SenderThread:22548 [job_builder.py:build():256] is repo sourced job
2023-06-08 04:38:43,386 INFO    SenderThread:22548 [job_builder.py:build():297] adding wandb-job metadata file
2023-06-08 04:38:43,391 INFO    SenderThread:22548 [sender.py:transition_state():602] send defer: 9
2023-06-08 04:38:43,392 DEBUG   HandlerThread:22548 [handler.py:handle_request():144] handle_request: defer
2023-06-08 04:38:43,392 DEBUG   SenderThread:22548 [sender.py:send():369] send: artifact
2023-06-08 04:38:43,392 INFO    HandlerThread:22548 [handler.py:handle_request_defer():170] handle defer: 9
